year,chron,tmean.july,tmin.july,tmax.july,ppt.july,pdsi.aug,tmean.jjas,tmin.jjas,tmax.jjas,ppt. jja,pdsi.mjja
1818,1.079,,,,,,,,,,
1819,1.179,,,,,,,,,,
1820,1.166,,,,,,,,,,
1821,1.121,,,,,,,,,,
1822,1.033,,,,,,,,,,
1823,1.052,,,,,,,,,,
1824,1.021,,,,,,,,,,
1825,0.982,,,,,,,,,,
1826,1.026,,,,,,,,,,
1827,1.109,,,,,,,,,,
1828,1.101,,,,,,,,,,
1829,1.089,,,,,,,,,,
1830,1.061,,,,,,,,,,
1831,1.145,,,,,,,,,,
1832,0.787,,,,,,,,,,
1833,1.065,,,,,,,,,,
1834,0.894,,,,,,,,,,
1835,0.92,,,,,,,,,,
1836,0.707,,,,,,,,,,
1837,0.891,,,,,,,,,,
1838,0.626,,,,,,,,,,
1839,0.852,,,,,,,,,,
1840,0.928,,,,,,,,,,
1841,1.074,,,,,,,,,,
1842,0.908,,,,,,,,,,
1843,1.069,,,,,,,,,,
1844,0.799,,,,,,,,,,
1845,0.741,,,,,,,,,,
1846,0.936,,,,,,,,,,
1847,0.999,,,,,,,,,,
1848,1.164,,,,,,,,,,
1849,1.131,,,,,,,,,,
1850,1.131,,,,,,,,,,
1851,1.129,,,,,,,,,,
1852,1.084,,,,,,,,,,
1853,0.917,,,,,,,,,,
1854,0.913,,,,,,,,,,
1855,0.984,,,,,,,,,,
1856,1.019,,,,,,,,,,
1857,1.171,,,,,,,,,,
1858,0.824,,,,,,,,,,
1859,1.123,,,,,,,,,,
1860,0.854,,,,,,,,,,
1861,1.05,,,,,,,,,,
1862,0.944,,,,,,,,,,
1863,1.17,,,,,,,,,,
1864,0.932,,,,,,,,,,
1865,1.027,,,,,,,,,,
1866,1.195,,,,,,,,,,
1867,0.982,,,,,,,,,,
1868,0.968,,,,,,,,,,
1869,0.896,,,,,,,,,,
1870,1.119,,,,,,,,,,
1871,1.134,,,,,,,,,,
1872,0.911,,,,,,,,,,
1873,1.283,,,,,,,,,,
1874,1.146,,,,,,,,,,
1875,1.131,,,,,,,,,,
1876,1.032,,,,,,,,,,
1877,1.06,,,,,,,,,,
1878,1.148,,,,,,,,,,
1879,0.802,,,,,,,,,,
1880,0.887,,,,,,,,,,
1881,0.89,,,,,,,,,,
1882,0.849,,,,,,,,,,
1883,0.778,,,,,,,,,,
1884,0.938,,,,,,,,,,
1885,1.113,,,,,,,,,,
1886,1.306,,,,,,,,,,
1887,1.097,,,,,,,,,,
1888,1.119,,,,,,,,,,
1889,0.967,,,,,,,,,,
1890,1.151,,,,,,,,,,
1891,0.897,,,,,,,,,,
1892,1.155,,,,,,,,,,
1893,1.149,,,,,,,,,,
1894,0.987,,,,,,,,,,
1895,0.809,9.422000885,2.076999903,16.7670002,24.28000069,-1.15,7.119250417,,,,
1896,0.953,11.01100063,4.324999809,17.6989994,44.02199936,-2.82,8.173750401,0.49349995,13.74600005,120.2869988,-0.9375
1897,0.975,9.517000198,2.720999956,16.31399918,51.94400024,-2.22,8.855750442,1.446999952,14.90174985,119.1539993,-2.7275
1898,1.188,9.876000404,2.436000109,17.31599998,51.38800049,-1.28,7.826250434,2.228000045,15.48399997,174.0950012,-2.48
1899,0.922,10.48800087,2.154999971,18.82299995,46.23099899,-1.86,7.839750528,0.721250028,14.93174982,174.1349973,-1.6675
1900,1.092,9.315000534,0.597000003,18.0340004,14.92500019,-5.16,7.998500228,0.393749988,15.28699994,131.4970016,-2.345
1901,0.84,12.59700012,4.190999985,21.00399971,25.39599991,-2.11,7.782500267,0.04900001,15.94924998,46.16300106,-4.5525
1902,0.68,7.363000393,-1.047000051,15.77400017,44.26300049,-2.9,6.116250277,1.115750015,14.44975019,139.9420013,-2.0975
1903,0.777,7.547000408,-0.300000012,15.39599991,68.86199951,-2.2,6.288500369,-1.78324999,14.01649976,121.7469988,-3.4775
1904,0.742,8.199000359,-0.022,16.42000008,44.10499954,-1.31,6.813000202,-1.07225005,13.65050006,142.277998,-2.925
1905,0.797,8.115000725,0.101999998,16.12800026,47.69499969,-0.7,7.317750335,-1.367499966,14.99375033,120.8530006,-1.6
1906,0.667,10.12900066,1.654999971,18.60499954,39.61399841,1.53,7.135750532,-0.286499947,14.92275,176.6389999,-1.295
1907,0.731,7.988000393,-0.089000002,16.06599998,65.93199921,2.53,6.272750378,-0.649749993,14.92225003,164.3279991,-0.7475
1908,0.982,11.4640007,4.258999825,18.66900063,34.30899811,3.05,7.190500379,-1.160749983,13.70724988,206.237999,1.65
1909,1.043,9.159000397,0.370000005,17.9489994,58.61100006,0.51,7.744750261,0.229749918,14.15225005,184.1940003,3.005
1910,1.053,10.43200016,1.072000027,19.79299927,32.625,-3.02,7.182000279,0.114750005,15.37599969,152.7840023,-0.2625
1911,0.935,8.243000031,0.112999998,16.375,36.33399963,-0.71,6.402500212,-1.551750004,15.91624999,80.91900063,-2.54
1912,0.849,7.089000225,-0.340999991,14.52000046,77.14700317,1.49,5.282500267,-1.515000033,14.32124996,138.0939999,-0.92
1913,0.911,7.34400034,-1.164999962,15.85400009,96.25700378,2.2,6.709750414,-2.019500055,12.58550012,161.8610039,0.15
1914,0.976,10.87200069,2.604000092,19.14100075,27.12700081,-1.34,7.275250435,-1.712749936,15.1329999,210.0440063,1.525
1915,0.799,7.635000229,-1.378999949,16.65099907,92.3010025,3.57,5.536000222,-1.335499927,15.88724995,132.3500004,-1.1125
1916,0.957,10.28300095,2.042999983,18.52300072,35.1590004,2.59,7.138750553,-2.315249965,13.38799977,258.7880058,0.3625
1917,0.981,11.9630003,3.502000093,20.42499924,14.23799992,-1.27,7.686000466,-1.263999999,15.54225016,149.8300018,2.95
1918,0.986,9.085000038,1.802999973,16.36800003,66.66999817,-1.16,7.932250142,-0.137499973,15.50999999,81.15100002,1.095
1919,1.113,10.80400085,1.824000001,19.7859993,20.87800026,-5.98,9.340750694,0.845250011,15.02050018,136.1429978,-1.3175
1920,0.966,9.601000786,0.356000006,18.84700012,27.70899963,-0.8,7.49350059,1.091000006,17.59174991,44.07999992,-4.9025
1921,0.914,8.93900013,0.787999988,17.0909996,49.47100067,-1.38,6.8837502,-0.377000004,15.36525011,159.0039978,-1.1025
1922,0.977,8.680000305,1.523000002,15.83899975,67.21399689,1.37,9.048500299,-0.873749994,14.64224982,137.3710003,-1.3075
1923,0.872,12.12500095,5.663000107,18.58799934,56.62200165,1.83,8.146000504,0.519999992,17.57824969,180.7519989,0.7225
1924,0.934,8.92800045,1.481999993,16.375,55.09500122,-1.26,7.046000242,1.847250022,14.44599986,218.293003,1.0675
1925,1.106,11.67000103,3.400000095,19.94199944,36.73300171,2.19,8.065500498,-0.248000009,14.34100008,131.4800015,-1.7925
1926,0.923,10.88400078,3.579999924,18.18899918,51.04999924,-0.82,7.739500523,1.110000026,15.02200007,154.1000023,2.555
1927,1.044,9.68500042,3.052999973,16.31800079,45.46699905,3.29,7.172000289,1.060500011,14.41925025,171.5699997,-1.53
1928,1.064,10.83200073,3.686000109,17.97800064,72.48500061,3.3,7.434250474,1.617749997,12.72749996,182.0289993,2.985
1929,1.278,11.85100079,3.21600008,20.48699951,29.69300079,0.77,8.483500421,0.146000043,14.72350025,192.1980019,3.035
1930,1.013,12.40200043,5.842000008,18.96299934,65.92700195,-2.12,9.014000416,1.517499984,15.45074987,111.2080021,1.6725
1931,1.113,12.0720005,3.563999891,20.58099937,40.53699875,-3.63,9.102500319,2.414499998,15.61474967,190.3010044,-3.22
1932,1.215,10.38000011,2.584000111,18.1779995,48.34500122,-0.97,8.63250041,1.785749972,16.4202497,115.2859974,-3.485
1933,0.998,12.77300072,3.621000051,21.9260006,11.35099983,-2.33,9.800750613,1.44175005,15.82474995,191.9920044,-1.6725
1934,0.913,12.37400055,5.53399992,19.2159996,66.58300018,-3.8,8.111000359,2.491999954,17.11074972,107.3869991,-2.055
1935,1.179,12.33200073,2.717000008,21.9489994,22.54299927,-3.31,9.155250549,1.259499981,14.96300006,188.9639988,-4.3575
1936,1.106,14.51400089,6.973999977,22.05400085,35.61999893,-4.41,10.50225055,0.28549999,18.02600002,80.93600082,-2.5825
1937,1.079,12.10200024,5.291999817,18.91300011,59.84500122,-2.79,9.183250308,3.112499952,17.89349985,147.7730026,-4.1425
1938,1.081,10.43200016,2.664000034,18.20000076,61.43099976,2.05,9.689750433,1.75549996,16.61274981,162.359004,-3.075
1939,1.099,13.11200047,5,21.22400093,27.0529995,-1.51,9.434000611,1.704750016,17.67475033,191.4419975,1.6575
1940,1.197,12.69200039,5.06799984,20.31699944,35.23899841,-2.47,10.62950015,1.871999982,16.99650025,155.8120022,-1.495
1941,1.066,10.91900063,3.558000088,18.28100014,35.18000031,-0.87,7.875500441,2.884999961,18.37450004,135.7749958,-1.935
1942,0.911,10.80900097,2.286999941,19.33200073,28.44499969,1.16,7.918750405,1.745000005,14.00725007,215.1900024,-2.0925
1943,0.977,10.99700069,2.709000111,19.2859993,24.2840004,1.56,8.368500233,0.491749987,15.34700012,111.9649982,1.79
1944,1.196,8.765000343,1.404000044,16.12700081,39.44200134,2.28,7.52450037,0.913250026,15.82499981,152.5960045,1.8225
1945,1.242,10.77300072,3.107000113,18.44000053,20.41799927,1.87,7.183500469,0.78125,14.26875043,277.2930088,1.42
1946,1.099,13.28000069,5.487999916,21.0739994,38.87799835,-1.49,9.030000329,0.576750011,13.79149985,208.4829941,1.125
1947,1.111,12.06200027,4.09499979,20.03100014,24.63599968,0.86,8.310750246,2.14199996,15.91899991,117.0269985,-1.1275
1948,1.292,11.02000046,3.801000118,18.24099922,51.50799942,1.16,9.647750616,1.124999955,15.49775004,198.6450062,0.6125
1949,1.16,11.53900051,3.578999996,19.5,24.97299957,-1.39,9.314250469,2.83950004,16.45724988,198.5980015,0.6175
1950,1.008,9.343000412,1.940000057,16.74600029,71.59300232,2.53,7.788250566,2.002250031,16.62749982,111.5049982,-0.0625
1951,0.875,11.54600048,4.43900013,18.65299988,70.6289978,4.01,7.376250327,0.891249992,14.68599987,172.2000027,2.2875
1952,0.91,10.63100052,2.960999966,18.3029995,45.77399826,2.44,9.834750652,0.699999988,14.05250025,193.5740013,3.365
1953,1.076,13.31000042,5.415999889,21.20499992,14.5539999,0.75,10.1082505,2.614500046,17.05599976,139.5619965,2.7975
1954,1.094,13.32600021,5.899000168,20.75300026,29.05699921,-1.19,9.277750373,2.751749992,17.46600008,119.8759985,1.48
1955,1.218,12.21500015,4.697000027,19.73399925,30.69099998,-0.59,9.470500469,2.229500011,16.32675028,134.9279957,-1.0375
1956,0.958,11.2140007,3.792999983,18.63500023,30.7159996,1.64,9.714500666,2.430749985,16.51174951,118.4589977,0.6525
1957,1.002,12.27500057,4.721000195,19.83099937,34.45700073,4.88,8.964500427,2.562750042,16.8670001,80.67599868,3.2275
1958,0.886,8.487000465,1.180999994,15.79399967,63.63600159,2.01,8.226500392,1.755250052,16.17549968,191.6520005,5.9325
1959,1.064,11.38900089,3.757999897,19.02000046,31.93000031,0.59,8.863250613,1.261749988,15.19225001,190.1800041,1.9575
1960,0.865,12.75700092,4.97300005,20.54199982,15.45300007,-2.39,9.403000474,1.86499998,15.86249995,107.3360024,1.8575
1961,0.952,11.77500057,4.113999844,19.43600082,42.96500015,-4.09,9.000250429,1.869250022,16.93849969,107.1079989,-2.0275
1962,0.648,9.798000336,2.38499999,17.21299934,48.36600113,2.63,8.077750325,2.091249883,15.91025019,104.8190012,-3.645
1963,0.83,12.01600075,4.436999798,19.59700012,20.83799934,1.61,9.610000491,1.215500005,14.94099998,193.1379967,2.13
1964,0.909,13.13700104,5.25,21.02599907,18.3920002,2.71,8.201500416,2.697749999,16.5232501,125.9260015,2.77
1965,0.839,10.59900093,3.342000008,17.85700035,39.36500168,3.67,6.442500398,1.073999986,15.32999992,186.5510006,3.2275
1966,0.704,13.42900085,5.84499979,21.01499939,15.6420002,-1.5,9.428750277,-0.218000025,13.10350025,157.0870018,3.93
1967,0.721,11.48600101,4.066999912,18.90699959,43.25899887,3.1,9.198000669,2.468749963,16.39024973,118.566,-0.29
1968,0.754,11.1970005,3.322000027,19.0720005,20.69099998,3.28,7.641500354,1.987499982,16.40949988,208.1839981,3.62
1969,0.571,10.80400085,3.325000048,18.28499985,45.64899826,1.5,9.09000051,0.66975002,14.61424994,226.5219937,2.7525
1970,0.931,11.34600067,3.717999935,18.97599983,38.5379982,1.09,8.8412503,1.875750005,16.30550003,203.5329981,1.6675
1971,0.659,9.893000603,2.119999886,17.66600037,29.47400093,1.63,8.427750349,1.784249932,15.89975023,128.7919979,1.9475
1972,0.683,9.276000023,1.858999968,16.69400024,49.34799957,3.15,7.77575022,1.311999932,15.54400015,115.2880001,2.6625
1973,0.862,10.75500011,3.042000055,18.46800041,30.26199913,-1.6,8.458250403,0.909500003,14.64274979,176.8429985,3.08
1974,1.053,12.23300076,4.605999947,19.86000061,31.00900078,1.53,8.749250293,1.302250048,15.61549997,115.8439999,-0.175
1975,1.034,12.49300098,5.083000183,19.90299988,76.40499878,3.77,7.805000544,1.192999974,16.3062501,138.2500019,2.0375
1976,0.981,12.29500103,4.68599987,19.90500069,25.19199944,3.15,8.634500623,0.629000038,14.98175001,207.0530014,3.5175
1977,0.991,10.72000027,3.292000055,18.14900017,35.54299927,-3.05,8.628250241,1.559249982,15.71099997,142.2999992,3.9475
1978,1.088,10.30900002,3.042999983,17.57699966,40.68000031,1.63,8.096250296,1.752000049,15.50549984,148.4980011,-3.5675
1979,1.128,11.83200073,4.369999886,19.29400063,21.5189991,-1.11,9.610500574,0.980499996,15.21324992,103.2740011,2.3425
1980,1.036,11.66500092,4.355000019,18.97599983,49.9129982,-0.63,8.407750487,2.753250003,16.46850014,139.2919979,-0.465
1981,1.094,11.31900024,4.031000137,18.60899925,38.05699921,1.15,9.256250262,1.656500008,15.15974998,156.5319977,-0.86
1982,1.149,9.648000717,1.013000011,18.2840004,43.54299927,2.45,8.22925055,2.434750065,16.07924962,174.0949974,1.575
1983,1.082,10.6050005,3.634000063,17.57699966,58.69200134,1.19,8.447750449,0.576250002,15.88325,188.0649948,2.485
1984,1.299,10.83200073,2.148999929,19.51799965,50.21699905,1.91,7.142250419,1.792500004,15.10399985,150.1650028,1.14
1985,1.001,12.26600075,3.743999958,20.79000092,45.07799911,-1.46,7.798250318,-0.997500062,15.28325033,163.579998,1.325
1986,0.946,9.252000809,1.355999947,17.15099907,72.64700317,1.96,8.299250364,-0.018249989,15.61550021,148.6199989,-1.885
1987,1.084,9.922000885,2.164999962,17.68000031,116.0530014,2.28,7.679000497,0.361499951,16.23924971,168.4120026,1.9175
1988,1.34,13.29300022,5.149000168,21.43799973,1.463000059,-3.61,9.773750305,0.018249989,15.34025025,232.1720009,-1.545
1989,0.94,13.42800045,4.157999992,22.70000076,53.67300034,-0.95,8.663250327,1.277750045,18.27125001,59.55300164,-2.35
1990,0.959,10.0180006,2.193000078,17.84399986,49.93000031,0.93,8.483000398,0.565500021,16.76250005,158.2480011,-1.275
1991,1.101,10.68800068,2.687999964,18.69000053,25.30599976,0.62,8.388000369,0.944000028,16.02275014,135.7979965,0.5525
1992,0.739,7.406000137,0.637000024,14.17599964,98.5490036,3.26,6.825750351,0.891000003,15.88600016,110.0549965,1.2775
1993,0.642,5.936000347,-0.578000009,12.45100021,96.61299896,3.12,5.423750281,-0.078500018,13.73075008,295.3670101,2.0075
1994,1.026,9.676000595,1.411000013,17.94199944,65.42199707,-0.88,8.536750317,-1.144999996,11.99324989,224.8959999,2.0975
1995,1.038,9.285000801,1.929999948,16.6420002,53.73099899,2.3,7.468750477,0.64199999,16.43249965,136.2799969,-1.125
1996,0.984,10.62400055,2.009000063,19.23999977,21.54400063,2.59,7.795250475,0.165999949,14.7727499,157.5519981,2.2425
1997,0.92,9.429000854,2.272000074,16.58799934,68.89299774,4.66,8.2135005,-0.136499942,15.72749996,72.35499955,4.225
1998,1.032,12.56200027,4.43200016,20.69300079,52.1590004,1.63,8.730000198,1.350250021,15.07849979,198.7050018,4.29
1999,1.1,10.71700096,2.743000031,18.69099998,48.59999847,1.37,7.628500462,1.898000002,15.56275022,230.4909935,0.025
2000,1.026,11.83700085,3.697000027,19.97800064,20.2310009,-0.48,8.714750409,0.523249984,14.73524976,163.2639999,0.99
2001,0.964,12.09900093,4.252999783,19.9470005,49.49300003,-1.79,9.781000495,1.238000021,16.19175029,109.8840027,0.0775
2002,1.03,13.22200108,5.142000198,21.30200005,69.94000244,1.86,8.876500487,2.182999935,17.38074994,154.1939983,-1.8125
2003,1.104,13.54400063,5.051000118,22.03800011,8.670000076,-2.49,9.375250459,1.574000036,16.18024993,188.5940056,1.47
2004,0.74,10.3220005,3.003999949,17.64100075,37.56100082,-1.02,7.401000381,2.133000053,16.61775017,77.04999924,-0.3725
2005,1.058,11.95500088,4.041999817,19.87000084,34.47299957,-0.58,8.430250525,0.847499982,13.95575023,179.3030052,-2.02
2006,0.897,13.74600029,5.695000172,21.79800034,37.23500061,-3.31,9.670500517,1.471499935,15.39024997,168.4539986,-0.825
2007,0.86,14.66200066,6.406000137,22.91900063,53.32899857,-1.93,10.32800066,2.168750063,17.1735003,98.63799953,-2.5
2008,1.008,11.77500057,3.398000002,20.15399933,12.45199966,-1.13,8.358500361,2.861500088,17.79575014,156.0589981,-1.9525
2009,0.976,10.23200035,2.397000074,18.06800079,69.38200378,2.62,8.667000532,0.851500004,15.86674953,100.8310032,1.125
2010,0.94,10.7850008,2.790999889,18.78000069,23.79899979,1.2,8.41375041,1.368500009,15.96625042,225.0040016,1.84
2011,1.05,11.59500027,3.35800004,19.83300018,34.88399887,2.91,9.154250264,1.196999993,15.63150048,172.9799996,0.83
2012,1.045,13.18500042,5.103000164,21.2670002,45.84700012,-2.03,10.22425032,1.584249988,16.72550011,128.0949974,3.5025
2013,1.186,12.94900036,4.847000122,21.0510006,50.91999817,-1.97,9.981000304,2.371500091,18.07774997,90.04199982,0.6225
2014,1.058,11.88200092,3.688999891,20.07799911,30.67399979,3.53,8.458250403,2.845000044,17.11750031,115.4819965,-1.35
2015,1.139,10.65200043,3.437000036,17.86800003,44.19499969,-1.91,9.813750505,1.64624998,15.27150011,190.2639961,3.2125
,,10.8560009,2.946000099,18.76799965,41.11199951,-4.14,9.461500525,2.628999978,17.0005002,133.8730011,-1.4025
,,12.99600029,4.732999802,21.26000023,43.59199905,1.61,9.205000281,1.91975002,17.00475025,82.49499988,-3.525
,,12.37200069,4.28399992,20.46100044,14.4460001,1.81,9.281000495,1.833499931,16.57749987,134.4709969,2.0725
,,11.0909996,3.378000021,18.80400085,67.01200104,0.91,8.590124726,1.834750008,16.72825027,163.8099985,1.9
,,,,,,-4.19,,1.663000018,15.51725054,172.5950012,2.6325
,,,,,,,,,,,0.8475
